Date,Open,High,Low,Close,Volume,Return,Volatility,MA5,MA10,MA20,RSI,MACD,Signal,Target_Close,Target_UpDown
2023-01-31,178.82000732421875,179.6999969482422,178.5399932861328,179.41000366210938,5976900,0.36362115419990015,0.6683292436173557,179.59400024414063,179.41399993896485,176.9275001525879,66.47843583191454,2.028055441263035,2.001999911779055,181.6699981689453,1
2023-02-01,179.75,181.72999572753903,178.6300048828125,181.6699981689453,7996000,1.2596814339808304,0.7426105639698114,179.70599975585938,179.8729995727539,177.45800018310547,71.61250003508295,2.1257971540771905,2.026759360238682,177.89999389648438,0
2023-02-02,181.0800018310547,181.1100006103516,177.74000549316406,177.89999389648438,8842400,-2.075193653580043,0.900941090307411,179.39199829101562,179.6739990234375,177.71949996948243,53.488354409203914,1.8774087289451984,1.9968892339799855,173.4600067138672,0
2023-02-03,174.9199981689453,175.42999267578125,173.1199951171875,173.4600067138672,13674400,-2.4957770292002968,1.178062598166716,178.23999938964843,179.09100036621095,177.86650009155272,36.99708900109615,1.3072204299697887,1.8589554731779463,173.82000732421875,1
2023-02-06,174.11000061035156,174.4600067138672,173.27999877929688,173.82000732421875,8957000,0.20754098721176284,1.1789424583740356,177.252001953125,178.51000061035157,177.87200012207032,40.3679417406085,0.8743126041912603,1.6620268993806093,173.97999572753906,1
2023-02-07,173.72000122070312,175.27000427246094,173.47000122070312,173.97999572753906,6794200,0.0920425708082595,1.164554286352343,176.16600036621094,177.88000030517577,177.8659996032715,41.93546850513101,0.5379387374878775,1.437209267002063,174.41000366210938,1
2023-02-08,174.94000244140625,174.99000549316406,173.8300018310547,174.41000366210938,4075600,0.24715941207615888,1.1499493774659697,174.71400146484376,177.21000061035156,177.84949951171876,33.729240042151986,0.30257023000802974,1.2102814596032565,173.02999877929688,0
2023-02-09,175.49000549316406,175.52000427246094,172.8699951171875,173.02999877929688,5361300,-0.7912418174625069,1.1445939230126956,173.74000244140626,176.56600036621094,177.7699996948242,32.23612139476687,0.004630750817881335,0.9691513178461815,173.36000061035156,1
2023-02-10,173.6300048828125,173.67999267578125,172.6300048828125,173.36000061035156,2971100,0.19071943211166342,1.1563239661317666,173.72000122070312,175.9800003051758,177.6059997558594,32.197603477721444,-0.20252545576624925,0.7348159631236953,172.47999572753906,0
2023-02-13,172.6999969482422,172.89999389648438,172.07000732421875,172.47999572753906,3970800,-0.5076170279846859,1.157379289551593,173.45199890136718,175.35200042724608,177.29199981689453,28.13901911025245,-0.432719164331246,0.5013089376327071,172.61000061035156,1
2023-02-14,171.97000122070312,173.50999450683594,171.41000366210938,172.61000061035156,5403100,0.07537389032514774,1.1410812591395791,173.1779998779297,174.6720001220703,177.0430000305176,25.20422189144722,-0.5977683280899555,0.2814934844881746,170.88999938964844,0
2023-02-15,170.60000610351562,170.99000549316406,170.16000366210938,170.88999938964844,5423800,-0.996466725346834,0.9945555412228602,172.4739990234375,173.59400024414063,176.73349990844727,25.08712653883677,-0.85747625088473,0.05369953741359368,170.75,0
2023-02-16,170.33999633789062,171.60000610351562,169.9600067138672,170.75,4540400,-0.08192368783922488,0.8575464213002238,172.01799926757812,172.87900085449218,176.27649993896483,25.248412142096555,-1.0623473525234317,-0.1695098405738114,171.25999450683594,1
2023-02-17,169.8699951171875,171.47000122070312,169.52000427246094,171.25999450683594,4809800,0.2986790669610162,0.4675093626122585,171.597998046875,172.65899963378905,175.875,28.146857810524295,-1.1700690543728456,-0.3696216833336182,170.6199951171875,0
2023-02-21,171.1999969482422,171.5,170.33999633789062,170.6199951171875,4035900,-0.3737004613899475,0.4573766072174913,171.2259979248047,172.33899841308593,175.42449951171875,24.373143809911895,-1.292186361213993,-0.5541346189096932,169.66000366210938,0
2023-02-22,170.80999755859375,170.9600067138672,169.55999755859375,169.66000366210938,4105700,-0.5626488586046308,0.4602101304888286,170.63599853515626,171.90699920654296,174.89349975585938,12.11356011340608,-1.4497170583041736,-0.7332511067885894,169.57000732421875,0
